sample_id,timestamp,subject_id,session_id,camera_position,lighting_condition,exercise_type,active_arm,rom_elbow,upper_arm_angle_std,torso_sway_range,shoulder_angle_range,rep_duration,up_phase_duration,down_phase_duration,elbow_velocity_mean,elbow_velocity_std,motion_smoothness,elbow_drift_range,mean_visibility,label,error_type,notes
18,2026-06-11T03:13:28,S04,session_02,side,normal,biceps,left,101.44466538766301,12.449673511306678,8.49490144950524,30.12282435586061,1.0496468544006348,0.6785249710083008,0.371121883392334,195.5369431911485,212.10023903293953,5536.308705587726,39.69019211348917,0.9457854714357492,incorrect,body_swing,badan_bergerak
19,2026-06-11T03:14:47,S04,session_03,side,normal,biceps,left,92.72980054938985,17.165968614821974,1.8996310051856238,57.01598639161753,1.5623369216918945,1.1290221214294434,0.43331480026245117,135.38814895952345,112.11607784931486,3433.692636971621,56.41500273817224,0.931518794691309,incorrect,elbow_swing,siku_maju_mundur
20,2026-06-11T03:14:56,S04,session_03,side,normal,biceps,left,91.51445305432,20.19003028469486,1.7468338066132003,73.0541360473681,1.0723919868469238,0.904855489730835,0.16753649711608887,237.1093386628905,254.60355848054363,7218.174586342738,72.66801100541706,0.9159376497779573,incorrect,elbow_swing,siku_maju_mundur
21,2026-06-11T03:15:03,S04,session_03,side,normal,biceps,left,74.26018188809242,15.268698129918544,3.6827858951226418,47.97770350805561,0.9238872528076172,0.32386279106140137,0.6000244617462158,186.56647600480787,211.13680175705335,7221.035084662293,46.879608065526355,0.9062926779533255,incorrect,elbow_swing,siku_maju_mundur
22,2026-06-11T03:15:38,S04,session_03,side,normal,biceps,left,84.3325230073477,16.55405869394558,1.9270211033692677,54.291575603056,1.6406605243682861,1.1980817317962646,0.4425787925720215,120.6305340175884,95.89914159105027,2622.4957012006594,52.75903966691797,0.9101658153290652,incorrect,elbow_swing,siku_maju_mundur
23,2026-06-11T03:16:01,S04,session_03,side,normal,biceps,right,103.06169741853212,13.482932225123731,2.217300906191331,46.435600543925496,1.939084529876709,1.149209976196289,0.7898745536804199,108.12890515399047,112.44012393708616,2864.3272303253875,42.4391123076123,0.9742872871850666,incorrect,elbow_swing,siku_maju_mundur
24,2026-06-11T03:16:09,S04,session_03,side,normal,biceps,right,85.94286411366448,9.287613793090177,3.565132181170158,31.497716278142747,1.8009612560272217,1.1122510433197021,0.6887102127075195,103.79773834418992,108.10431780413697,3057.477099911099,31.819378518664728,0.9836122319102287,incorrect,elbow_swing,siku_maju_mundur
25,2026-06-11T03:16:16,S04,session_03,side,normal,biceps,right,75.32442089566479,10.753479611526092,3.557916276692822,36.25394162756736,1.4915213584899902,1.0247273445129395,0.4667940139770508,123.86724926674468,117.85773998245716,2768.3554915049044,35.82587863686543,0.9677077170875338,incorrect,elbow_swing,siku_maju_mundur
26,2026-06-11T03:16:23,S04,session_03,side,normal,biceps,right,106.76887693803161,10.221264425138227,3.588343266311022,34.73105882045946,1.8659048080444336,0.9901809692382812,0.8757238388061523,118.01244286669996,102.20554057764454,2202.3295752135195,35.13549706214494,0.9735083308136254,incorrect,elbow_swing,siku_maju_mundur
27,2026-06-11T03:16:38,S04,session_03,side,normal,biceps,right,59.71220126255771,10.48744128688832,2.1840331539558706,35.702611021282124,1.7034761905670166,1.1372909545898438,0.5661852359771729,76.0654587050612,74.51358318286158,2048.864084762292,33.0258088298243,0.9802412319068725,incorrect,elbow_swing,siku_maju_mundur
28,2026-06-11T03:16:52,S04,session_03,side,normal,biceps,right,94.51716649847714,12.97485270869567,3.061480353293243,43.05739554352411,2.4891903400421143,1.320728063583374,1.1684622764587402,74.1781972998781,64.31373325181683,1612.5388405206647,39.36349035728622,0.9745455925931802,incorrect,elbow_swing,siku_maju_mundur
29,2026-06-11T03:17:47,S04,session_04,side,normal,biceps,right,72.99031397567867,1.6443694480682036,3.8626302053988035,3.3767563996921806,1.2001404762268066,0.681110143661499,0.5190303325653076,136.49359426805353,99.52282329934964,2235.9708617141123,5.032365236304247,0.9596484256642205,incorrect,not_full_up,rom_tidak_penuh
30,2026-06-11T03:17:55,S04,session_04,side,normal,biceps,right,64.23221532056772,0.507001900451253,2.7092141249544275,5.569722444449889,1.5016868114471436,1.0441920757293701,0.45749473571777344,95.73624084292217,96.89466344203981,2191.608764651024,1.9187655236750527,0.967939462998639,incorrect,not_full_up,rom_tidak_penuh
31,2026-06-11T03:18:01,S04,session_04,side,normal,biceps,right,41.83683117041018,0.36712410398333184,3.3599093783524947,4.614240683294532,1.6272859573364258,0.8321976661682129,0.7950882911682129,57.305659559543855,46.7580915971077,903.0905657607758,1.4353528494395906,0.9773100060224533,incorrect,not_full_up,rom_tidak_penuh
32,2026-06-11T03:18:14,S04,session_04,side,normal,biceps,right,62.16163206874987,0.8404857601303829,1.7403008996010376,3.376165396326089,1.9218506813049316,1.2951617240905762,0.6266889572143555,69.15778325151506,41.33115673080168,955.8758918779338,3.5966844882335973,0.9450743404527505,incorrect,not_full_up,rom_tidak_penuh
33,2026-06-11T03:18:25,S04,session_04,side,normal,biceps,right,66.5458919256715,1.239567070323442,2.578143188074268,5.51930009964438,2.0997016429901123,1.2440779209136963,0.855623722076416,67.55257275438356,45.89151916121958,1295.9340877447269,3.9652029051135838,0.9659546227194369,incorrect,not_full_up,rom_tidak_penuh
34,2026-06-11T03:18:55,S04,session_04,side,normal,biceps,left,62.13143351126463,1.487364124648202,3.5881401858460475,5.096083811712334,1.7367677688598633,1.203489065170288,0.5332787036895752,81.26846766553454,50.47953102465526,1018.5321253965268,4.523037864791055,0.9649452593922615,incorrect,not_full_up,rom_tidak_penuh
35,2026-06-11T03:19:02,S04,session_04,side,normal,biceps,left,59.63880868890186,1.547046170466496,2.978936859271512,7.116959574153949,0.9576959609985352,0.31702613830566406,0.6406698226928711,87.98120215859026,79.66422819886066,1407.8340371275135,4.925159830032469,0.9710012134806864,incorrect,not_full_up,rom_tidak_penuh
36,2026-06-11T03:19:10,S04,session_04,side,normal,biceps,left,78.78973089578129,1.4143631928112361,4.379430422711991,8.798950893832561,1.934473991394043,1.1893632411956787,0.7451107501983643,91.12305683899378,67.5187274874892,1480.817287066602,4.195760533444404,0.9616671713915739,incorrect,not_full_up,rom_tidak_penuh
37,2026-06-11T03:19:17,S04,session_04,side,normal,biceps,left,60.496265423443404,1.9318284066254083,4.040890757426377,8.702731467242861,1.4319567680358887,0.8373713493347168,0.5945854187011719,90.50131286662331,54.19772847312458,1147.33849478727,4.9189217624110215,0.9517593316056512,incorrect,not_full_up,rom_tidak_penuh
38,2026-06-11T03:19:25,S04,session_04,side,normal,biceps,left,72.55316144499822,1.014520199473198,4.425631176131137,8.570922662721005,2.1118109226226807,1.2574238777160645,0.8543870449066162,69.51982888904067,42.023799572315376,1106.7427781424694,3.6761355271541056,0.9490834816824645,incorrect,not_full_up,rom_tidak_penuh
39,2026-06-11T03:19:35,S04,session_04,side,normal,biceps,left,55.77808748027999,0.9090362389224946,4.593231080991268,6.441866451334773,2.2260019779205322,1.613544225692749,0.6124577522277832,54.12476351146488,38.39798162453183,932.8826585939177,2.9554603177448384,0.9419203792045365,incorrect,not_full_up,rom_tidak_penuh
40,2026-06-11T03:19:54,S04,session_04,side,normal,biceps,left,65.87775371262094,1.1548808804052153,3.8501381909494024,7.510605394682184,2.338503360748291,1.2215385437011719,1.1169648170471191,61.4442945126553,42.49016207696413,802.6804739528553,4.343430825717512,0.9481423812013277,incorrect,not_full_up,rom_tidak_penuh
41,2026-06-11T03:53:35,S04,session_05,side,normal,biceps,right,108.60499002132187,3.176976813943672,1.8389114649882279,4.518955026793643,0.6817035675048828,0.3034491539001465,0.37825441360473633,311.8547542490138,259.7259709129537,6211.841783911141,8.829024945483038,0.9442701233284814,incorrect,too_fast,tempo_terlalu_cepat
